Prey,Predator,PreyGroup,PredGroup,PredStrategy,FoodSource,Reference
Detritus,Santia_compacta,Non-living,Isopoda,Deposit-feeder,Detritus,Doti_pers.com.
Detritus,Schizasteridae,Non-living,Echinodermata,Deposit-feeder,Detritus,GloBI
Bacteria,Scissurella_clathrata,Bacteria,Gastropoda,Suspension-feeder,Bacteria,Helwerda&Wesselingh_2014
Hexactinellida,Seba_subantarctica,Porifera,Amphipoda,Carnivore,Heterotroph,Kunzmann_1996
Bacteria,Serpula_spp,Bacteria,Polychaeta,Deposit-feeder,Bacteria,Encyclopedia of Life
Larvae_Fish,Serratosagitta_tasmanica,Zooplankton,Zooplankton,Hunter,Heterotroph,Bruno_pers.com.
Enteroctopodidae,Spheniscus_magellanicus,Cephalopoda,SeaBirds,Hunter,Heterotroph,Re_1998
Micromesistius_australis,Spheniscus_magellanicus,Fish_Pel,SeaBirds,Hunter,Heterotroph,Encyclopedia of Life
Sprattus_fuegensis,Spheniscus_magellanicus,Fish_Pel,SeaBirds,Hunter,Heterotroph,Encyclopedia of Life
Agonopsis_chiloensis,Spheniscus_magellanicus,Fish_BenPel,SeaBirds,Hunter,Heterotroph,Encyclopedia of Life
Doryteuthis_gahi,Spheniscus_magellanicus,Cephalopoda,SeaBirds,Hunter,Heterotroph,GloBI
Euphausia_spp,Spheniscus_magellanicus,Zooplankton,SeaBirds,Hunter,Heterotroph,GloBI
Grimothea_gregaria,Spheniscus_magellanicus,Decapoda,SeaBirds,Hunter,Heterotroph,RayaRey_pers.com.
Grimothea_spinosa,Spheniscus_magellanicus,Decapoda,SeaBirds,Hunter,Heterotroph,RayaRey_pers.com.
Detritus,Spiophanes_sp,Non-living,Polychaeta,Deposit-feeder,Detritus,Jumars_etal_2015
Orbiniidae,Spiophanes_sp,Polychaeta,Polychaeta,Hunter,Heterotroph,Encyclopedia of Life
Foraminifera,Spiophanes_sp,Foraminifera,Polychaeta,Deposit-feeder,Primary producer,GloBI
Detritus,Sporonana_sp,Non-living,Isopoda,Deposit-feeder,Detritus,Doti_pers.com.
Themisto_gaudichaudii,Sprattus_fuegensis,Zooplankton,Fish_Pel,Hunter,Heterotroph,Sabatini&Alvarez-Colombo_2001
Diatoms_pennate,Sprattus_fuegensis,Diatoms,Fish_Pel,Suspension-feeder,Primary producer,FishBase
Larvae_Fish,Sprattus_fuegensis,Zooplankton,Fish_Pel,Hunter,Heterotroph,FishBase
Diatoms_centric,Sprattus_fuegensis,Diatoms,Fish_Pel,Suspension-feeder,Primary producer,GloBI
Appendicularia_spp,Sprattus_fuegensis,Zooplankton,Fish_Pel,Hunter,Heterotroph,Padovani_etal_2021
Eggs_Fish,Sprattus_fuegensis,Zooplankton,Fish_Pel,Hunter,Heterotroph,Padovani_etal_2021
Eukrohnia_hamata,Sprattus_fuegensis,Zooplankton,Fish_Pel,Hunter,Heterotroph,Padovani_etal_2021
Euphausia_spp,Sprattus_fuegensis,Zooplankton,Fish_Pel,Hunter,Heterotroph,Padovani_etal_2021
Pseudosagitta_gazellae,Sprattus_fuegensis,Zooplankton,Fish_Pel,Hunter,Heterotroph,Padovani_etal_2021
Serratosagitta_tasmanica,Sprattus_fuegensis,Zooplankton,Fish_Pel,Hunter,Heterotroph,Padovani_etal_2021
Calanus_spp,Sprattus_fuegensis,Copepoda,Fish_Pel,Hunter,Heterotroph,Padovani_pers.com.
Clausocalanus_spp,Sprattus_fuegensis,Copepoda,Fish_Pel,Hunter,Heterotroph,Padovani_pers.com.
Ctenocalanus_vanus,Sprattus_fuegensis,Copepoda,Fish_Pel,Hunter,Heterotroph,Padovani_pers.com.
Drepanopus_forcipatus,Sprattus_fuegensis,Copepoda,Fish_Pel,Hunter,Heterotroph,Padovani_pers.com.
Neocalanus_tonsus,Sprattus_fuegensis,Copepoda,Fish_Pel,Hunter,Heterotroph,Padovani_pers.com.
Oithona_spp,Sprattus_fuegensis,Copepoda,Fish_Pel,Hunter,Heterotroph,Padovani_pers.com.
Rhincalanus_gigas,Sprattus_fuegensis,Copepoda,Fish_Pel,Hunter,Heterotroph,Padovani_pers.com.
Tinerfe_cyanea,Squalus_acanthias,Zooplankton,Fish_Chond,Hunter,Heterotroph,Bellegia_etal_2019
Patagonotothen_ramsayi,Squalus_acanthias,Fish_BenPel,Fish_Chond,Hunter,Heterotroph,Bellegia_etal_2019
Enteroctopodidae,Squalus_acanthias,Cephalopoda,Fish_Chond,Hunter,Heterotroph,Cousseau&Perrotta_2000; Bellegia_etal_2019
Detritus,Stenothoidae,Non-living,Amphipoda,Suspension-feeder,Detritus,Guerra-Garcia_etal_2014
Haplosclerida,Sterechinus_agassizii,Porifera,Echinodermata,Hunter,Heterotroph,Marina_etal_2018
Zygochlamys_patagonica,Sterechinus_agassizii,Bivalvia,Echinodermata,Hunter,Heterotroph,Botto_etal_2006
Gymnodinium_sp,Strobilidium_sp,Dinoflagellates,Ciliates,Suspension-feeder,Primary producer,Vandromme_etal_2010
Bacteria,Strombidinopsis_sp,Bacteria,Ciliates,Suspension-feeder,Bacteria,Bernard&Rassoulzadegan_1990
Bacteria,Strombidium_spp,Bacteria,Ciliates,Suspension-feeder,Bacteria,Bernard&Rassoulzadegan_1990
Bacteria,Sycozoa_sigillinoides,Bacteria,Ascidiacea,Suspension-feeder,Primary producer,Tatian_pers.com.
Emiliania_huxleyi,Sycozoa_sigillinoides,Coccolithophorids,Ascidiacea,Suspension-feeder,Primary producer,Tatian_pers.com.
Phaeocystis_antarctica,Sycozoa_sigillinoides,Coccolithophorids,Ascidiacea,Suspension-feeder,Primary producer,Tatian_pers.com.
Diatoms_benthic,Sycozoa_sigillinoides,Diatoms,Ascidiacea,Suspension-feeder,Primary producer,Tatian_pers.com.
Diatoms_centric,Sycozoa_sigillinoides,Diatoms,Ascidiacea,Suspension-feeder,Primary producer,Tatian_pers.com.
Diatoms_pennate,Sycozoa_sigillinoides,Diatoms,Ascidiacea,Suspension-feeder,Primary producer,Tatian_pers.com.
Azadinium_sp,Sycozoa_sigillinoides,Dinoflagellates,Ascidiacea,Suspension-feeder,Primary producer,Tatian_pers.com.
Dinoflagellates_heterosol,Sycozoa_sigillinoides,Dinoflagellates,Ascidiacea,Suspension-feeder,Primary producer,Tatian_pers.com.
Gymnodinium_sp,Sycozoa_sigillinoides,Dinoflagellates,Ascidiacea,Suspension-feeder,Primary producer,Tatian_pers.com.
Detritus,Sycozoa_sigillinoides,Non-living,Ascidiacea,Suspension-feeder,Primary producer,Tatian_pers.com.
Bacteria,Syllidae,Bacteria,Polychaeta,Deposit-feeder,Bacteria,GloBI
Diatoms_benthic,Syllidae,Diatoms,Polychaeta,Deposit-feeder,Primary producer,GloBI
Diatoms_centric,Syllidae,Diatoms,Polychaeta,Deposit-feeder,Primary producer,GloBI
Diatoms_pennate,Syllidae,Diatoms,Polychaeta,Deposit-feeder,Primary producer,GloBI
Foraminifera,Syllidae,Foraminifera,Polychaeta,Deposit-feeder,Primary producer,GloBI
Detritus,Syllidae,Non-living,Polychaeta,Deposit-feeder,Detritus,GloBI
Detritus,Sympagurus_dimorphus,Non-living,Decapoda,Suspension-feeder,Detritus,Lovrich_pers.com.
Doryteuthis_gahi,Tasmacetus_shepherdi,Cephalopoda,MarineMammals_3,Hunter,Heterotroph,Riccialdelli_etal_2017
Dissostichus_eleginoides,Tasmacetus_shepherdi,Fish_BenPel,MarineMammals_3,Hunter,Heterotroph,Riccialdelli_etal_2017
Micromesistius_australis,Tasmacetus_shepherdi,Fish_Pel,MarineMammals_3,Hunter,Heterotroph,Riccialdelli_etal_2017
Brachiopoda_spp,Tectonatica_impervia,Brachiopoda,Gastropoda,Hunter,Heterotroph,Gordillo_etal_2019
Astarte_sp,Tectonatica_impervia,Bivalvia,Gastropoda,Hunter,Heterotroph,Gordillo_pers.com.
Detritus,Tedania_sp,Non-living,Porifera,Suspension-feeder,Detritus,GATEWAy
Detritus,Terebellides_malvinensis,Non-living,Polychaeta,Deposit-feeder,Detritus,Jumars_etal_2015
Themisto_gaudichaudii,Thalassarche_chrysostoma,Zooplankton,SeaBirds,Hunter,Heterotroph,Watts&Tarling_2012
Macrourus_carinatus,Thalassarche_chrysostoma,Fish_BenPel,SeaBirds,Hunter,Heterotroph,Catry_etal_2004
Macrourus_holotrachys,Thalassarche_chrysostoma,Fish_BenPel,SeaBirds,Hunter,Heterotroph,Catry_etal_2004
Macrourus_whitsoni,Thalassarche_chrysostoma,Fish_BenPel,SeaBirds,Hunter,Heterotroph,Catry_etal_2004
Coelorinchus_fasciatus,Thalassarche_chrysostoma,Fish_Demersal,SeaBirds,Hunter,Heterotroph,Catry_etal_2004
Coelorinchus_kayomaru,Thalassarche_chrysostoma,Fish_Demersal,SeaBirds,Hunter,Heterotroph,Catry_etal_2004
Coelorinchus_marinii,Thalassarche_chrysostoma,Fish_Demersal,SeaBirds,Hunter,Heterotroph,Catry_etal_2004
Necromass,Thalassarche_chrysostoma,Non-living,SeaBirds,Scavenger,Necromass,Catry_etal_2004
Doryteuthis_gahi,Thalassarche_chrysostoma,Cephalopoda,SeaBirds,Hunter,Heterotroph,Encyclopedia of Life
Dissostichus_eleginoides,Thalassarche_chrysostoma,Fish_BenPel,SeaBirds,Hunter,Heterotroph,GloBI
Muraenolepis_spp,Thalassarche_chrysostoma,Fish_BenPel,SeaBirds,Hunter,Heterotroph,GloBI
Pagurus_comptus,Thalassarche_chrysostoma,Decapoda,SeaBirds,Hunter,Heterotroph,GloBI
Pagurus_forceps,Thalassarche_chrysostoma,Decapoda,SeaBirds,Hunter,Heterotroph,GloBI
Lepidonotothen_squamifrons,Thalassarche_chrysostoma,Fish_BenPel,SeaBirds,Hunter,Heterotroph,GloBI
Patagonotothen_guntheri,Thalassarche_chrysostoma,Fish_BenPel,SeaBirds,Hunter,Heterotroph,GloBI
Euphausia_spp,Thalassarche_chrysostoma,Zooplankton,SeaBirds,Hunter,Heterotroph,GloBI
Grimothea_gregaria,Thalassarche_melanophris,Decapoda,SeaBirds,Hunter,Heterotroph,Arata&Xavier_2003
Themisto_gaudichaudii,Thalassarche_melanophris,Zooplankton,SeaBirds,Hunter,Heterotroph,Watts&Tarling_2012
Dissostichus_eleginoides,Thalassarche_melanophris,Fish_BenPel,SeaBirds,Hunter,Heterotroph,RayaRey&Huettmann_2020
Necromass,Thalassarche_melanophris,Non-living,SeaBirds,Scavenger,Necromass,RayaRey&Huettmann_2020
Macrourus_carinatus,Thalassarche_melanophris,Fish_BenPel,SeaBirds,Hunter,Heterotroph,Xavier_etal_2003
Margarella_spp,Thalassarche_melanophris,Gastropoda,SeaBirds,Hunter,Heterotroph,Encyclopedia of Life
Aega_semicarinata,Thalassarche_melanophris,Isopoda,SeaBirds,Hunter,Heterotroph,Encyclopedia of Life
Doryteuthis_gahi,Thalassarche_melanophris,Cephalopoda,SeaBirds,Hunter,Heterotroph,Encyclopedia of Life
Micromesistius_australis,Thalassarche_melanophris,Fish_Pel,SeaBirds,Hunter,Heterotroph,Encyclopedia of Life
Guttigadus_kongi,Thalassarche_melanophris,Fish_Demersal,SeaBirds,Hunter,Heterotroph,Encyclopedia of Life
Macrourus_whitsoni,Thalassarche_melanophris,Fish_BenPel,SeaBirds,Hunter,Heterotroph,Encyclopedia of Life
Patagonotothen_guntheri,Thalassarche_melanophris,Fish_BenPel,SeaBirds,Hunter,Heterotroph,Encyclopedia of Life
Mancopsetta_maculata,Thalassarche_melanophris,Fish_Demersal,SeaBirds,Hunter,Heterotroph,GloBI
Muraenolepis_spp,Thalassarche_melanophris,Fish_BenPel,SeaBirds,Hunter,Heterotroph,GloBI
Jassa_alonsoae,Thalassarche_melanophris,Amphipoda,SeaBirds,Hunter,Heterotroph,GloBI
Halicarcinus_planatus,Thalassarche_melanophris,Decapoda,SeaBirds,Hunter,Heterotroph,GloBI
Lepidonotothen_squamifrons,Thalassarche_melanophris,Fish_BenPel,SeaBirds,Hunter,Heterotroph,GloBI
Macrourus_holotrachys,Thalassarche_melanophris,Fish_BenPel,SeaBirds,Hunter,Heterotroph,GloBI
Acanthoserolis_schythei,Thalassarche_melanophris,Isopoda,SeaBirds,Hunter,Heterotroph,GloBI
Neoserolis_exigua,Thalassarche_melanophris,Isopoda,SeaBirds,Hunter,Heterotroph,GloBI
Euphausia_spp,Thalassarche_melanophris,Zooplankton,SeaBirds,Hunter,Heterotroph,GloBI
Sprattus_fuegensis,Thalassarche_melanophris,Fish_Pel,SeaBirds,Hunter,Heterotroph,RayaRey_pers.com.
Diatoms_benthic,Thelepus_sp,Diatoms,Polychaeta,Deposit-feeder,Primary producer,Jumars_etal_2015
Diatoms_centric,Thelepus_sp,Diatoms,Polychaeta,Deposit-feeder,Primary producer,Jumars_etal_2015
Diatoms_pennate,Thelepus_sp,Diatoms,Polychaeta,Deposit-feeder,Primary producer,Jumars_etal_2015
Larvae_Fish,Themisto_gaudichaudii,Zooplankton,Zooplankton,Carnivore,Heterotroph,Watts&Tarling_2012
Pelagobia_longicirrata,Themisto_gaudichaudii,Polychaeta,Zooplankton,Carnivore,Heterotroph,Pakhomov&Perissinotto_1996
Calanus_spp,Themisto_gaudichaudii,Copepoda,Zooplankton,Carnivore,Heterotroph,Pakhomov&Perissinotto_1996
Clausocalanus_spp,Themisto_gaudichaudii,Copepoda,Zooplankton,Carnivore,Heterotroph,Pakhomov&Perissinotto_1996
Euphausia_spp,Themisto_gaudichaudii,Zooplankton,Zooplankton,Carnivore,Heterotroph,Pakhomov&Perissinotto_1996
Pseudosagitta_gazellae,Themisto_gaudichaudii,Zooplankton,Zooplankton,Carnivore,Heterotroph,Pakhomov&Perissinotto_1996
Diatoms_benthic,Themisto_gaudichaudii,Diatoms,Zooplankton,Herbivore,Primary producer,Nemoto&Yoo_1970
Diatoms_centric,Themisto_gaudichaudii,Diatoms,Zooplankton,Herbivore,Primary producer,Nemoto&Yoo_1970
Diatoms_pennate,Themisto_gaudichaudii,Diatoms,Zooplankton,Herbivore,Primary producer,Nemoto&Yoo_1970
Bacteria,Thouarella_spp,Bacteria,Coral,Suspension-feeder,Bacteria,Elias-Piera_etal_2013
Diatoms_benthic,Thouarella_spp,Diatoms,Coral,Suspension-feeder,Primary producer,Elias-Piera_etal_2013
Detritus,Thouarella_spp,Non-living,Coral,Suspension-feeder,Detritus,Elias-Piera_etal_2013
Cyrtostrombidium_sp,Thouarella_spp,Ciliates,Coral,Suspension-feeder,Heterotroph,Orejas_etal_2003
Laboea_strobila,Thouarella_spp,Ciliates,Coral,Suspension-feeder,Heterotroph,Orejas_etal_2003
Lohmanniella_sp,Thouarella_spp,Ciliates,Coral,Suspension-feeder,Heterotroph,Orejas_etal_2003
Strobilidium_sp,Thouarella_spp,Ciliates,Coral,Suspension-feeder,Heterotroph,Orejas_etal_2003
Strombidinopsis_sp,Thouarella_spp,Ciliates,Coral,Suspension-feeder,Heterotroph,Orejas_etal_2003
Strombidium_spp,Thouarella_spp,Ciliates,Coral,Suspension-feeder,Heterotroph,Orejas_etal_2003
Dinoflagellates_heterosol,Thouarella_spp,Dinoflagellates,Coral,Suspension-feeder,Heterotroph,Orejas_etal_2003
Brachiopoda_spp,Thymops_birsteini,Brachiopoda,Decapoda,Hunter,Heterotroph,Lovrich_pers.com.
Themisto_gaudichaudii,Tinerfe_cyanea,Zooplankton,Zooplankton,Suspension-feeder,Heterotroph,Schiariti_etal_2020
Bacteria,Tinerfe_cyanea,Bacteria,Zooplankton,Suspension-feeder,Heterotroph,Schiariti_etal_2020
Eggs_Fish,Tinerfe_cyanea,Zooplankton,Zooplankton,Suspension-feeder,Heterotroph,Schiariti_etal_2020
Euphausia_spp,Tinerfe_cyanea,Zooplankton,Zooplankton,Suspension-feeder,Heterotroph,Schiariti_etal_2020
Larvae_Fish,Tinerfe_cyanea,Zooplankton,Zooplankton,Suspension-feeder,Heterotroph,Schiariti_etal_2020
Pseudosagitta_gazellae,Tinerfe_cyanea,Zooplankton,Zooplankton,Suspension-feeder,Heterotroph,Schiariti_etal_2020
Calanus_spp,Tinerfe_cyanea,Copepoda,Zooplankton,Suspension-feeder,Heterotroph,Capitanio_pers.com.
Bryozoa,Tonicia_lebruni,Bryozoa,Polyplacophora,Grazer,Heterotroph,Urteaga_pers.com.
Detritus,Tonicia_lebruni,Non-living,Polyplacophora,Deposit-feeder,Detritus,Urteaga_pers.com.
Foraminifera,Travisia_kerguelensis,Foraminifera,Polychaeta,Deposit-feeder,Primary producer,Jumars_etal_2015
Detritus,Travisia_kerguelensis,Non-living,Polychaeta,Deposit-feeder,Detritus,GloBI
Brachiopoda_spp,Trophon_ohlini,Brachiopoda,Gastropoda,Hunter,Heterotroph,Gordillo_etal_2019
Astarte_sp,Trophon_ohlini,Bivalvia,Gastropoda,Hunter,Heterotroph,Liuzzi_etal_2019
Cyclochlamys_argentina,Trophon_ohlini,Bivalvia,Gastropoda,Hunter,Heterotroph,Gordillo_pers.com.
Eurhomalea_sp,Trophon_ohlini,Bivalvia,Gastropoda,Hunter,Heterotroph,Gordillo_pers.com.
Hiatella_sp,Trophon_ohlini,Bivalvia,Gastropoda,Hunter,Heterotroph,Gordillo_pers.com.
Zygochlamys_patagonica,Trophon_ohlini,Bivalvia,Gastropoda,Hunter,Heterotroph,Gordillo_pers.com.
Calliostoma_spp,Trophon_ohlini,Gastropoda,Gastropoda,Hunter,Heterotroph,Gordillo_pers.com.
Colpospirella_algida,Trophon_ohlini,Gastropoda,Gastropoda,Hunter,Heterotroph,Gordillo_pers.com.
Epitonium_sp,Trophon_ohlini,Gastropoda,Gastropoda,Hunter,Heterotroph,Gordillo_pers.com.
Odostomia_sp,Trophon_ohlini,Gastropoda,Gastropoda,Hunter,Heterotroph,Gordillo_pers.com.
Pellilitorina_pellita,Trophon_ohlini,Gastropoda,Gastropoda,Hunter,Heterotroph,Gordillo_pers.com.
Brachiopoda_spp,Trophon_plicatus,Brachiopoda,Gastropoda,Hunter,Heterotroph,Gordillo_etal_2019
Astarte_sp,Trophon_plicatus,Bivalvia,Gastropoda,Hunter,Heterotroph,Liuzzi_etal_2019
Cyclochlamys_argentina,Trophon_plicatus,Bivalvia,Gastropoda,Hunter,Heterotroph,Gordillo_pers.com.
Eurhomalea_sp,Trophon_plicatus,Bivalvia,Gastropoda,Hunter,Heterotroph,Gordillo_pers.com.
Hiatella_sp,Trophon_plicatus,Bivalvia,Gastropoda,Hunter,Heterotroph,Gordillo_pers.com.
Zygochlamys_patagonica,Trophon_plicatus,Bivalvia,Gastropoda,Hunter,Heterotroph,Gordillo_pers.com.
Calliostoma_spp,Trophon_plicatus,Gastropoda,Gastropoda,Hunter,Heterotroph,Gordillo_pers.com.
Colpospirella_algida,Trophon_plicatus,Gastropoda,Gastropoda,Hunter,Heterotroph,Gordillo_pers.com.
Epitonium_sp,Trophon_plicatus,Gastropoda,Gastropoda,Hunter,Heterotroph,Gordillo_pers.com.
Odostomia_sp,Trophon_plicatus,Gastropoda,Gastropoda,Hunter,Heterotroph,Gordillo_pers.com.
Pellilitorina_pellita,Trophon_plicatus,Gastropoda,Gastropoda,Hunter,Heterotroph,Gordillo_pers.com.
Haplocheira_barbimana_robusta,Tryphosella_sp,Amphipoda,Amphipoda,Hunter,Heterotroph,GATEWAy
Themisto_gaudichaudii,Tryphosella_sp,Zooplankton,Amphipoda,Hunter,Heterotroph,GATEWAy
Tryphosella_sp,Tryphosella_sp,Amphipoda,Amphipoda,Hunter,Heterotroph,GATEWAy
Themisto_gaudichaudii,Tryphosites_chevreuxi,Zooplankton,Amphipoda,Suspension-feeder,Heterotroph,Jacob_etal_2011
Detritus,Tulpa_tulipifera,Non-living,Cnidaria,Suspension-feeder,Detritus,Encyclopedia of Life
Detritus,Uromunna_nana,Non-living,Isopoda,Deposit-feeder,Detritus,Doti_pers.com.
Detritus,Uromunna_sp,Non-living,Isopoda,Deposit-feeder,Detritus,Doti_pers.com.
Doryteuthis_gahi,Ziphius_cavirostris,Cephalopoda,MarineMammals_3,Hunter,Heterotroph,Riccialdelli_etal_2017
Dissostichus_eleginoides,Ziphius_cavirostris,Fish_BenPel,MarineMammals_3,Hunter,Heterotroph,Riccialdelli_etal_2017
Micromesistius_australis,Ziphius_cavirostris,Fish_Pel,MarineMammals_3,Hunter,Heterotroph,Riccialdelli_etal_2017
Macruronus_novaezelandiae,Ziphius_cavirostris,Fish_BenPel,MarineMammals_3,Hunter,Heterotroph,Riccialdelli_pers.com.
Diatoms_benthic,Zygochlamys_patagonica,Diatoms,Bivalvia,Suspension-feeder,Primary producer,Botto_etal_2006
Diatoms_centric,Zygochlamys_patagonica,Diatoms,Bivalvia,Suspension-feeder,Primary producer,Botto_etal_2006
Diatoms_pennate,Zygochlamys_patagonica,Diatoms,Bivalvia,Suspension-feeder,Primary producer,Botto_etal_2006
Dinoflagellates_heterosol,Zygochlamys_patagonica,Dinoflagellates,Bivalvia,Suspension-feeder,Primary producer,Schejter_etal_2002
Foraminifera,Zygochlamys_patagonica,Foraminifera,Bivalvia,Suspension-feeder,Primary producer,Schejter_etal_2002
Detritus,Zygochlamys_patagonica,Non-living,Bivalvia,Suspension-feeder,Detritus,Schejter_etal_2002
Dictyocha_speculum,Zygochlamys_patagonica,Silicoflagellates,Bivalvia,Suspension-feeder,Primary producer,Schejter_etal_2002
Larvae_Nauplii,Zygochlamys_patagonica,Zooplankton,Bivalvia,Suspension-feeder,Heterotroph,Schejter_etal_2002
