Prey,Predator,PreyGroup,PredGroup,PredStrategy,FoodSource,Reference
Patagonotothen_guntheri,Lagenorhynchus_australis,Fish_BenPel,MarineMammals_2,Hunter,Heterotroph,Riccialdelli_pers.com.
Patagonotothen_kreffti,Lagenorhynchus_australis,Fish_BenPel,MarineMammals_2,Hunter,Heterotroph,Riccialdelli_pers.com.
Patagonotothen_ramsayi,Lagenorhynchus_australis,Fish_BenPel,MarineMammals_2,Hunter,Heterotroph,Riccialdelli_pers.com.
Sprattus_fuegensis,Lagenorhynchus_australis,Fish_Pel,MarineMammals_2,Hunter,Heterotroph,Riccialdelli_pers.com.
Doryteuthis_gahi,Lagenorhynchus_cruciger,Cephalopoda,MarineMammals_2,Hunter,Heterotroph,Riccialdelli_etal_2010
Sprattus_fuegensis,Lagenorhynchus_cruciger,Fish_Pel,MarineMammals_2,Hunter,Heterotroph,GloBI
Detritus,Lanice_sp,Non-living,Polychaeta,Deposit-feeder,Detritus,Jumars_etal_2015
Larvae_Fish,Larvae_Fish,Zooplankton,Zooplankton,Hunter,Heterotroph,Hunter_1990
Eggs_Fish,Larvae_Fish,Zooplankton,Zooplankton,Hunter,Heterotroph,Llopiz_2013
Oithona_spp,Larvae_Fish,Copepoda,Zooplankton,Hunter,Heterotroph,Llopiz_2013
Copepodite,Larvae_Fish,Zooplankton,Zooplankton,Hunter,Heterotroph,Bruno_pers.com.
Calanus_spp,Larvae_Fish,Copepoda,Zooplankton,Hunter,Heterotroph,Capitanio_pers.com.
Larvae_Nauplii,Larvae_Fish,Zooplankton,Zooplankton,Hunter,Heterotroph,Capitanio_pers.com.
Appendicularia_spp,Larvae_Fish,Zooplankton,Zooplankton,Hunter,Heterotroph,Purcell_etal_2005
Strombidium_spp,Larvae_Nauplii,Ciliates,Zooplankton,Suspension-feeder,Heterotroph,Saiz_etal_2014
Emiliania_huxleyi,Larvae_Nauplii,Coccolithophorids,Zooplankton,Suspension-feeder,Primary producer,Saiz_etal_2014
Phaeocystis_antarctica,Larvae_Nauplii,Coccolithophorids,Zooplankton,Suspension-feeder,Primary producer,Saiz_etal_2014
Diatoms_benthic,Larvae_Nauplii,Diatoms,Zooplankton,Suspension-feeder,Primary producer,Saiz_etal_2014
Diatoms_centric,Larvae_Nauplii,Diatoms,Zooplankton,Suspension-feeder,Primary producer,Saiz_etal_2014
Diatoms_pennate,Larvae_Nauplii,Diatoms,Zooplankton,Suspension-feeder,Primary producer,Saiz_etal_2014
Gymnodinium_sp,Larvae_Nauplii,Dinoflagellates,Zooplankton,Suspension-feeder,Primary producer,Saiz_etal_2014
Themisto_gaudichaudii,Lepidonotothen_squamifrons,Zooplankton,Fish_BenPel,Hunter,Heterotroph,FishBase
Lepidonotothen_squamifrons,Lepidonotothen_squamifrons,Fish_BenPel,Fish_BenPel,Hunter,Heterotroph,FishBase
Austrodoris_sp,Lepidonotothen_squamifrons,Gastropoda,Fish_BenPel,Hunter,Heterotroph,FishBase
Eggs_Fish,Lepidonotothen_squamifrons,Zooplankton,Fish_BenPel,Hunter,Heterotroph,FishBase
Pseudosagitta_gazellae,Lepidonotothen_squamifrons,Zooplankton,Fish_BenPel,Hunter,Heterotroph,FishBase
Tinerfe_cyanea,Lepidonotothen_squamifrons,Zooplankton,Fish_BenPel,Hunter,Heterotroph,FishBase
Aega_semicarinata,Lepidonotothen_squamifrons,Isopoda,Fish_BenPel,Hunter,Heterotroph,Pakhomov_etal_2006
Laetmonice_producta,Lepidonotothen_squamifrons,Polychaeta,Fish_BenPel,Hunter,Heterotroph,Pakhomov_etal_2006
Euphausia_spp,Lepidonotothen_squamifrons,Zooplankton,Fish_BenPel,Hunter,Heterotroph,Pakhomov_etal_2006
Detritus,Leptochiton_kerguelensis,Non-living,Polyplacophora,Deposit-feeder,Detritus,Sirenko_abstract
Bryozoa,Leptochiton_kerguelensis,Bryozoa,Polyplacophora,Grazer,Heterotroph,Urteaga_pers.com.
Bryozoa,Leptochiton_medinae,Bryozoa,Polyplacophora,Grazer,Heterotroph,Urteaga_pers.com.
Detritus,Leptochiton_medinae,Non-living,Polyplacophora,Deposit-feeder,Detritus,Urteaga_pers.com.
Detritus,Leptychaster_sp,Non-living,Echinodermata,Deposit-feeder,Detritus,Gale_etal_2013
Detritus,Leucon_septemdentatus,Non-living,Cumacea,Deposit-feeder,Detritus,Roccatagliata_pers.com.
Detritus,Leucothoe_spinicarpa,Non-living,Amphipoda,Suspension-feeder,Detritus,Terron-Sigler_etal_2016
Detritus,Libidoclaea_granaria,Non-living,Decapoda,Suspension-feeder,Detritus,Funes_etal_2022
Diatoms_centric,Limopsis_sp,Diatoms,Bivalvia,Suspension-feeder,Primary producer,Martin_etal_1995
Diatoms_pennate,Limopsis_sp,Diatoms,Bivalvia,Suspension-feeder,Primary producer,Martin_etal_1995
Dinoflagellates_heterosol,Limopsis_sp,Dinoflagellates,Bivalvia,Suspension-feeder,Primary producer,Martin_etal_1995
Detritus,Limopsis_sp,Non-living,Bivalvia,Suspension-feeder,Primary producer,Martin_etal_1995
Detritus,Liotella_crassicostata,Non-living,Gastropoda,Deposit-feeder,Detritus,Encyclopedia of Life
Diatoms_benthic,Brachiopoda_spp,Diatoms,Brachiopoda,Suspension-feeder,Heterotroph,Gordillo_etal_2019
Detritus,Brachiopoda_spp,Non-living,Brachiopoda,Suspension-feeder,Heterotroph,Steele-Petrovic_1976
Brachiopoda_spp,Lithodes_confundens,Brachiopoda,Decapoda,Hunter,Heterotroph,Lovrich_pers.com.
Thouarella_spp,Lithodes_confundens,Coral,Decapoda,Hunter,Heterotroph,Lovrich_pers.com.
Austrocidaris_canaliculata,Lithodes_confundens,Echinodermata,Decapoda,Hunter,Heterotroph,Lovrich_pers.com.
Austrocidaris_spinulosida,Lithodes_confundens,Echinodermata,Decapoda,Hunter,Heterotroph,Lovrich_pers.com.
Pseudechinus_magellanicus,Lithodes_confundens,Echinodermata,Decapoda,Hunter,Heterotroph,Lovrich_pers.com.
Schizasteridae,Lithodes_confundens,Echinodermata,Decapoda,Hunter,Heterotroph,Lovrich_pers.com.
Sterechinus_agassizii,Lithodes_confundens,Echinodermata,Decapoda,Hunter,Heterotroph,Lovrich_pers.com.
Necromass,Lithodes_confundens,Non-living,Decapoda,Hunter,Heterotroph,Lovrich_pers.com.
Brachiopoda_spp,Lithodes_couesi,Brachiopoda,Decapoda,Hunter,Heterotroph,Lovrich_pers.com.
Thouarella_spp,Lithodes_couesi,Coral,Decapoda,Hunter,Heterotroph,Lovrich_pers.com.
Austrocidaris_canaliculata,Lithodes_couesi,Echinodermata,Decapoda,Hunter,Heterotroph,Lovrich_pers.com.
Austrocidaris_spinulosida,Lithodes_couesi,Echinodermata,Decapoda,Hunter,Heterotroph,Lovrich_pers.com.
Pseudechinus_magellanicus,Lithodes_couesi,Echinodermata,Decapoda,Hunter,Heterotroph,Lovrich_pers.com.
Schizasteridae,Lithodes_couesi,Echinodermata,Decapoda,Hunter,Heterotroph,Lovrich_pers.com.
Sterechinus_agassizii,Lithodes_couesi,Echinodermata,Decapoda,Hunter,Heterotroph,Lovrich_pers.com.
Necromass,Lithodes_couesi,Non-living,Decapoda,Suspension-feeder,Detritus,Lovrich_pers.com.
Thouarella_spp,Lithodes_turkayi,Coral,Decapoda,Hunter,Heterotroph,Lovrich_pers.com.
Austrocidaris_canaliculata,Lithodes_turkayi,Echinodermata,Decapoda,Hunter,Heterotroph,Lovrich_pers.com.
Austrocidaris_spinulosida,Lithodes_turkayi,Echinodermata,Decapoda,Hunter,Heterotroph,Lovrich_pers.com.
Pseudechinus_magellanicus,Lithodes_turkayi,Echinodermata,Decapoda,Hunter,Heterotroph,Lovrich_pers.com.
Schizasteridae,Lithodes_turkayi,Echinodermata,Decapoda,Hunter,Heterotroph,Lovrich_pers.com.
Sterechinus_agassizii,Lithodes_turkayi,Echinodermata,Decapoda,Hunter,Heterotroph,Lovrich_pers.com.
Necromass,Lithodes_turkayi,Non-living,Decapoda,Suspension-feeder,Detritus,Lovrich_pers.com.
Bacteria,Lohmanniella_sp,Bacteria,Ciliates,Suspension-feeder,Bacteria,Bernard&Rassoulzadegan_1990
Cirratulidae,Lumbrineridae,Polychaeta,Polychaeta,Hunter,Heterotroph,GloBI
Limopsis_sp,Lysasterias_sp,Bivalvia,Echinodermata,Hunter,Heterotroph,GATEWAy
Ophiacantha_sp,Lysasterias_sp,Echinodermata,Echinodermata,Hunter,Heterotroph,GATEWAy
Astrotoma_agassizii,Lysasterias_sp,Echinodermata,Echinodermata,Hunter,Heterotroph,GATEWAy
Gorgonocephalus_chilensis,Lysasterias_sp,Echinodermata,Echinodermata,Hunter,Heterotroph,GATEWAy
Detritus,Lysasterias_sp,Non-living,Echinodermata,Hunter,Detritus,GATEWAy
Micromesistius_australis,Macronectes_giganteus,Fish_Pel,SeaBirds,Hunter,Heterotroph,Hunter_1983
Sprattus_fuegensis,Macronectes_giganteus,Fish_Pel,SeaBirds,Hunter,Heterotroph,Hunter_1983
Necromass,Macronectes_giganteus,Non-living,SeaBirds,Scavenger,Necromass,Hunter_1983
Euphausia_spp,Macronectes_giganteus,Zooplankton,SeaBirds,Hunter,Heterotroph,Hunter_1983
Grimothea_gregaria,Macronectes_giganteus,Amphipoda,SeaBirds,Hunter,Heterotroph,Copello_etal_2008
Doryteuthis_gahi,Macronectes_giganteus,Cephalopoda,SeaBirds,Hunter,Heterotroph,Copello_etal_2008
Dissostichus_eleginoides,Macronectes_giganteus,Fish_BenPel,SeaBirds,Hunter,Heterotroph,GloBI
Micromesistius_australis,Macronectes_halli,Fish_Pel,SeaBirds,Hunter,Heterotroph,Hunter_1983
Sprattus_fuegensis,Macronectes_halli,Fish_Pel,SeaBirds,Hunter,Heterotroph,Hunter_1983
Necromass,Macronectes_halli,Non-living,SeaBirds,Scavenger,Necromass,Hunter_1983
Euphausia_spp,Macronectes_halli,Zooplankton,SeaBirds,Hunter,Heterotroph,Hunter_1983
Dissostichus_eleginoides,Macronectes_halli,Fish_BenPel,SeaBirds,Hunter,Heterotroph,GloBI
Doryteuthis_gahi,Macronectes_halli,Cephalopoda,SeaBirds,Hunter,Heterotroph,RayaRey_pers.com.
Campylonotus_vagans,Macrourus_carinatus,Decapoda,Fish_BenPel,Hunter,Heterotroph,Laptikhovsky_2005
Thymops_birsteini,Macrourus_carinatus,Decapoda,Fish_BenPel,Hunter,Heterotroph,Laptikhovsky_2005
Patagonotothen_ramsayi,Macrourus_carinatus,Fish_BenPel,Fish_BenPel,Hunter,Heterotroph,Laptikhovsky_2005
Coelorinchus_fasciatus,Macrourus_carinatus,Fish_Demersal,Fish_BenPel,Hunter,Heterotroph,Laptikhovsky_2005
Iluocoetes_fimbriatus,Macrourus_carinatus,Fish_Demersal,Fish_BenPel,Hunter,Heterotroph,Laptikhovsky_2005
Sprattus_fuegensis,Macrourus_carinatus,Fish_Pel,Fish_BenPel,Hunter,Heterotroph,Laptikhovsky_2005
Eukrohnia_hamata,Macrourus_carinatus,Zooplankton,Fish_BenPel,Hunter,Heterotroph,Laptikhovsky_2005
Euphausia_spp,Macrourus_carinatus,Zooplankton,Fish_BenPel,Hunter,Heterotroph,Laptikhovsky_2005
Pseudosagitta_gazellae,Macrourus_carinatus,Zooplankton,Fish_BenPel,Hunter,Heterotroph,Laptikhovsky_2005
Serratosagitta_tasmanica,Macrourus_carinatus,Zooplankton,Fish_BenPel,Hunter,Heterotroph,Laptikhovsky_2005
Tinerfe_cyanea,Macrourus_carinatus,Zooplankton,Fish_BenPel,Hunter,Heterotroph,Laptikhovsky_2005
Pagurus_comptus,Macrourus_carinatus,Decapoda,Fish_BenPel,Hunter,Heterotroph,FishBase
Pagurus_forceps,Macrourus_carinatus,Decapoda,Fish_BenPel,Hunter,Heterotroph,FishBase
Doryteuthis_gahi,Macrourus_holotrachys,Cephalopoda,Fish_BenPel,Hunter,Heterotroph,FishBase
Euphausia_spp,Macrourus_holotrachys,Zooplankton,Fish_BenPel,Hunter,Heterotroph,FishBase
Campylonotus_vagans,Macrourus_holotrachys,Decapoda,Fish_BenPel,Hunter,Heterotroph,Laptikhovsky_2005
Lithodes_confundens,Macrourus_holotrachys,Decapoda,Fish_BenPel,Hunter,Heterotroph,Laptikhovsky_2005
Lithodes_couesi,Macrourus_holotrachys,Decapoda,Fish_BenPel,Hunter,Heterotroph,Laptikhovsky_2005
Lithodes_turkayi,Macrourus_holotrachys,Decapoda,Fish_BenPel,Hunter,Heterotroph,Laptikhovsky_2005
Thymops_birsteini,Macrourus_holotrachys,Decapoda,Fish_BenPel,Hunter,Heterotroph,Laptikhovsky_2005
Necromass,Macrourus_holotrachys,Non-living,Fish_BenPel,Scavenger,Necromass,Laptikhovsky_2005
Tinerfe_cyanea,Macrourus_holotrachys,Zooplankton,Fish_BenPel,Hunter,Heterotroph,Laptikhovsky_2005
Eteone_spp,Macrourus_holotrachys,Polychaeta,Fish_BenPel,Hunter,Heterotroph,GloBI
Euphausia_spp,Macrourus_whitsoni,Zooplankton,Fish_BenPel,Hunter,Heterotroph,FishBase
Doryteuthis_gahi,Macrourus_whitsoni,Cephalopoda,Fish_BenPel,Hunter,Heterotroph,GloBI
Grimothea_gregaria,Macruronus_novaezelandiae,Decapoda,Fish_BenPel,Hunter,Heterotroph,Alvarez_etal_2022
Patagonotothen_ramsayi,Macruronus_novaezelandiae,Fish_BenPel,Fish_BenPel,Hunter,Heterotroph,Brickle_etal_2009
Macruronus_novaezelandiae,Macruronus_novaezelandiae,Fish_BenPel,Fish_BenPel,Hunter,Heterotroph,Brickle_etal_2009
Micromesistius_australis,Macruronus_novaezelandiae,Fish_Pel,Fish_BenPel,Hunter,Heterotroph,Brickle_etal_2009
Salpa_thompsoni,Macruronus_novaezelandiae,Zooplankton,Fish_BenPel,Hunter,Heterotroph,Brickle_etal_2009
Tinerfe_cyanea,Macruronus_novaezelandiae,Zooplankton,Fish_BenPel,Hunter,Heterotroph,Brickle_etal_2009
Larvae_Fish,Macruronus_novaezelandiae,Zooplankton,Fish_BenPel,Hunter,Heterotroph,Brickle_etal_2009
Sprattus_fuegensis,Macruronus_novaezelandiae,Fish_Pel,Fish_BenPel,Hunter,Heterotroph,Brickle_etal_2009; Alvarez_etal_2022
Euphausia_spp,Macruronus_novaezelandiae,Zooplankton,Fish_BenPel,Hunter,Heterotroph,Brickle_etal_2009; Alvarez_etal_2022
Themisto_gaudichaudii,Macruronus_novaezelandiae,Zooplankton,Fish_BenPel,Hunter,Heterotroph,Brickle_etal_2009; Padovani_etal_2012
Diatoms_benthic,Magelona_alleni,Diatoms,Polychaeta,Deposit-feeder,Primary producer,GloBI
Diatoms_centric,Magelona_alleni,Diatoms,Polychaeta,Deposit-feeder,Primary producer,GloBI
Diatoms_pennate,Magelona_alleni,Diatoms,Polychaeta,Deposit-feeder,Primary producer,GloBI
Detritus,Magelona_alleni,Non-living,Polychaeta,Deposit-feeder,Detritus,GloBI
Notophycis_marginata,Mancopsetta_maculata,Fish_BenPel,Fish_Demersal,Hunter,Heterotroph,FishBase
Euphausia_spp,Mancopsetta_maculata,Zooplankton,Fish_Demersal,Hunter,Heterotroph,FishBase
Boccardia_sp,Mancopsetta_maculata,Polychaeta,Fish_Demersal,Hunter,Heterotroph,GloBI
Doryteuthis_gahi,Melanostigma_gelatinosum,Cephalopoda,Fish_Demersal,Hunter,Heterotroph,GloBI
Euphausia_spp,Melanostigma_gelatinosum,Zooplankton,Fish_Demersal,Hunter,Heterotroph,GloBI
Pseudosagitta_gazellae,Melanostigma_gelatinosum,Zooplankton,Fish_Demersal,Hunter,Heterotroph,GloBI
Detritus,Meridiosignum_menziesi,Non-living,Isopoda,Deposit-feeder,Detritus,Doti_pers.com.
Detritus,Meridiosignum_undulatum,Non-living,Isopoda,Deposit-feeder,Detritus,Doti_pers.com.
Dissostichus_eleginoides,Mesoplodon_bowdoini,Fish_BenPel,MarineMammals_3,Hunter,Heterotroph,Riccialdelli_etal_2017
Micromesistius_australis,Mesoplodon_bowdoini,Fish_Pel,MarineMammals_3,Hunter,Heterotroph,Riccialdelli_etal_2017
Doryteuthis_gahi,Mesoplodon_grayi,Cephalopoda,MarineMammals_3,Hunter,Heterotroph,Riccialdelli_etal_2017
Dissostichus_eleginoides,Mesoplodon_grayi,Fish_BenPel,MarineMammals_3,Hunter,Heterotroph,Riccialdelli_etal_2017
Micromesistius_australis,Mesoplodon_grayi,Fish_Pel,MarineMammals_3,Hunter,Heterotroph,Riccialdelli_etal_2017
Doryteuthis_gahi,Mesoplodon_layardii,Cephalopoda,MarineMammals_3,Hunter,Heterotroph,Riccialdelli_etal_2017
Dissostichus_eleginoides,Mesoplodon_layardii,Fish_BenPel,MarineMammals_3,Hunter,Heterotroph,Riccialdelli_etal_2017
Micromesistius_australis,Mesoplodon_layardii,Fish_Pel,MarineMammals_3,Hunter,Heterotroph,Riccialdelli_etal_2017
Macruronus_novaezelandiae,Mesoplodon_layardii,Fish_BenPel,MarineMammals_3,Hunter,Heterotroph,Riccialdelli_pers.com.
Clavularia_sp,Metepimeria_acanthurus,Coral,Amphipoda,Carnivore,Heterotroph,Encyclopedia of Life
Doryteuthis_gahi,Micromesistius_australis,Cephalopoda,Fish_Pel,Hunter,Heterotroph,FishBase
Notophycis_marginata,Micromesistius_australis,Fish_BenPel,Fish_Pel,Hunter,Heterotroph,FishBase
Grimothea_gregaria,Micromesistius_australis,Amphipoda,Fish_Pel,Hunter,Heterotroph,Brickle_etal_2009
Grimothea_spinosa,Micromesistius_australis,Amphipoda,Fish_Pel,Hunter,Heterotroph,Brickle_etal_2009
Patagonotothen_ramsayi,Micromesistius_australis,Fish_BenPel,Fish_Pel,Hunter,Heterotroph,Brickle_etal_2009
Pogonolycus_elegans,Micromesistius_australis,Fish_BenPel,Fish_Pel,Hunter,Heterotroph,Brickle_etal_2009
Myxine_spp,Micromesistius_australis,Fish_Demersal,Fish_Pel,Hunter,Heterotroph,Brickle_etal_2009
Melanostigma_gelatinosum,Micromesistius_australis,Fish_Demersal,Fish_Pel,Hunter,Heterotroph,Brickle_etal_2009
Iluocoetes_fimbriatus,Micromesistius_australis,Fish_Demersal,Fish_Pel,Hunter,Heterotroph,Brickle_etal_2009
Micromesistius_australis,Micromesistius_australis,Fish_Pel,Fish_Pel,Hunter,Heterotroph,Brickle_etal_2009
Pseudosagitta_gazellae,Micromesistius_australis,Zooplankton,Fish_Pel,Hunter,Heterotroph,Brickle_etal_2009
Eukrohnia_hamata,Micromesistius_australis,Zooplankton,Fish_Pel,Hunter,Heterotroph,Brickle_etal_2009
Serratosagitta_tasmanica,Micromesistius_australis,Zooplankton,Fish_Pel,Hunter,Heterotroph,Brickle_etal_2009
Euphausia_spp,Micromesistius_australis,Zooplankton,Fish_Pel,Hunter,Heterotroph,Brickle_etal_2009; FishBase
Themisto_gaudichaudii,Micromesistius_australis,Zooplankton,Fish_Pel,Hunter,Heterotroph,Brickle_etal_2009; Padovani_etal_2012
Detritus,Moruloidea_darwinii,Non-living,Isopoda,Deposit-feeder,Detritus,Poore&Bruce_2012
Detritus,Munna_gallardoi,Non-living,Isopoda,Deposit-feeder,Detritus,Doti_pers.com.
Detritus,Munna_longipoda,Non-living,Isopoda,Deposit-feeder,Detritus,Doti_pers.com.
Detritus,Munna_pallida,Non-living,Isopoda,Deposit-feeder,Detritus,Doti_pers.com.
Detritus,Munnogonium_diplonychia,Non-living,Isopoda,Deposit-feeder,Detritus,Doti_pers.com.
Detritus,Munnogonium_falklandicum,Non-living,Isopoda,Deposit-feeder,Detritus,Doti_pers.com.
Pelagobia_longicirrata,Muraenolepis_spp,Polychaeta,Fish_BenPel,Hunter,Heterotroph,Encyclopedia of Life
Colossendeis_megalonyx,Muraenolepis_spp,Benthos_Misc,Fish_BenPel,Hunter,Heterotroph,Kompowski_1993
Euphausia_spp,Muraenolepis_spp,Zooplankton,Fish_BenPel,Hunter,Heterotroph,Kompowski_1993
Diatoms_benthic,Poecilosclerida,Diatoms,Porifera,Suspension-feeder,Primary producer,Marina_etal_2018
Diatoms_centric,Poecilosclerida,Diatoms,Porifera,Suspension-feeder,Primary producer,Marina_etal_2018
Diatoms_pennate,Poecilosclerida,Diatoms,Porifera,Suspension-feeder,Primary producer,Marina_etal_2018
Detritus,Poecilosclerida,Non-living,Porifera,Suspension-feeder,Detritus,Marina_etal_2018
Emiliania_huxleyi,Poecilosclerida,Coccolithophorids,Porifera,Suspension-feeder,Primary producer,Tatian_pers.com.
Phaeocystis_antarctica,Poecilosclerida,Coccolithophorids,Porifera,Suspension-feeder,Primary producer,Tatian_pers.com.
Azadinium_sp,Poecilosclerida,Dinoflagellates,Porifera,Suspension-feeder,Primary producer,Ruppert_etal_2004
Dinoflagellates_heterosol,Poecilosclerida,Dinoflagellates,Porifera,Suspension-feeder,Primary producer,Ruppert_etal_2004
Foraminifera,Poecilosclerida,Foraminifera,Porifera,Suspension-feeder,Heterotroph,Ruppert_etal_2004
Synechococcus_sp,Poecilosclerida,Picophytoplankton,Porifera,Suspension-feeder,Primary producer,Ruppert_etal_2004
Dictyocha_speculum,Poecilosclerida,Silicoflagellates,Porifera,Suspension-feeder,Primary producer,Ruppert_etal_2004
Necromass,Myxine_spp,Non-living,Fish_Demersal,Deposit-feeder,Detritus,FishBase
Pagurus_comptus,Myxine_spp,Decapoda,Fish_Demersal,Hunter,Heterotroph,GloBI
Pagurus_forceps,Myxine_spp,Decapoda,Fish_Demersal,Hunter,Heterotroph,GloBI
Detritus,Myxine_spp,Non-living,Fish_Demersal,Deposit-feeder,Detritus,GloBI
Necromass,Natatolana_pastorei,Non-living,Isopoda,Scavenger,Necromass,Poore&Bruce_2012
Detritus,Neasellus_argentinensis,Non-living,Isopoda,Deposit-feeder,Detritus,Doti_pers.com.
Detritus,Neasellus_bicarinatus,Non-living,Isopoda,Deposit-feeder,Detritus,Doti_pers.com.
Diatoms_benthic,Neocalanus_tonsus,Diatoms,Copepoda,Suspension-feeder,Primary producer,Ohman_1987
Diatoms_centric,Neocalanus_tonsus,Diatoms,Copepoda,Suspension-feeder,Primary producer,Ohman_1987
Diatoms_pennate,Neocalanus_tonsus,Diatoms,Copepoda,Suspension-feeder,Primary producer,Ohman_1987
Azadinium_sp,Neocalanus_tonsus,Dinoflagellates,Copepoda,Suspension-feeder,Primary producer,Ohman_1987
Dinoflagellates_heterosol,Neocalanus_tonsus,Dinoflagellates,Copepoda,Suspension-feeder,Primary producer,Ohman_1987
Gymnodinium_sp,Neocalanus_tonsus,Dinoflagellates,Copepoda,Suspension-feeder,Primary producer,Ohman_1987
Larvae_Nauplii,Neocalanus_tonsus,Zooplankton,Copepoda,Suspension-feeder,Heterotroph,Ohman_1987
Detritus,Neojaera_antarctica,Non-living,Isopoda,Deposit-feeder,Detritus,Doti_pers.com.
Detritus,Neoserolis_exigua,Non-living,Isopoda,Deposit-feeder,Detritus,LeBourg_PhDTesis_2020
Diatoms_benthic,Nephtys_sp,Diatoms,Polychaeta,Grazer,Primary producer,GloBI
Diatoms_centric,Nephtys_sp,Diatoms,Polychaeta,Grazer,Primary producer,GloBI
Diatoms_pennate,Nephtys_sp,Diatoms,Polychaeta,Grazer,Primary producer,GloBI
Foraminifera,Nephtys_sp,Foraminifera,Polychaeta,Grazer,Primary producer,GloBI
Detritus,Nephtys_sp,Non-living,Polychaeta,Deposit-feeder,Detritus,GloBI
Orbiniidae,Nephtys_sp,Polychaeta,Polychaeta,Hunter,Heterotroph,GloBI
Eteone_spp,Nephtys_sp,Polychaeta,Polychaeta,Hunter,Heterotroph,GloBI
Detritus,Nicolea_chilensis,Non-living,Polychaeta,Deposit-feeder,Detritus,Encyclopedia of Life
Detritus,Nicon_maculata,Non-living,Polychaeta,Deposit-feeder,Detritus,Jumars_etal_2015
Diatoms_pennate,Nicon_maculata,Diatoms,Polychaeta,Deposit-feeder,Primary producer,GloBI
Foraminifera,Nicon_maculata,Foraminifera,Polychaeta,Deposit-feeder,Primary producer,GloBI
Boccardia_sp,Nicon_maculata,Polychaeta,Polychaeta,Hunter,Heterotroph,GloBI
Nephtys_sp,Nicon_maculata,Polychaeta,Polychaeta,Hunter,Heterotroph,GloBI
Polydora_sp,Nicon_maculata,Polychaeta,Polychaeta,Hunter,Heterotroph,GloBI
Spiophanes_sp,Nicon_maculata,Polychaeta,Polychaeta,Hunter,Heterotroph,GloBI
Foraminifera,Nothria_anoculata,Foraminifera,Polychaeta,Deposit-feeder,Primary producer,Jumars_etal_2015
Detritus,Nothria_anoculata,Non-living,Polychaeta,Deposit-feeder,Detritus,Jumars_etal_2015
Detritus,Notioceramus_anomalus,Non-living,Echinodermata,Deposit-feeder,Detritus,Encyclopedia of Life
Convexella_magelhaenica,Notioceramus_anomalus,Coral,Echinodermata,Hunter,Heterotroph,Mah_2006
Ideogorgia_laurae,Notioceramus_anomalus,Coral,Echinodermata,Hunter,Heterotroph,Mah_2006
Primnoella_scotiae,Notioceramus_anomalus,Coral,Echinodermata,Hunter,Heterotroph,Mah_2006
Primnoisis_antarctica,Notioceramus_anomalus,Coral,Echinodermata,Hunter,Heterotroph,Mah_2006
Bryozoa,Nuttallochiton_hyadesi,Bryozoa,Polyplacophora,Grazer,Heterotroph,Sirenko_abstract
Detritus,Nuttallochiton_hyadesi,Non-living,Polyplacophora,Deposit-feeder,Detritus,Urteaga_pers.com.
Bryozoa,Nuttallochiton_martiali,Bryozoa,Polyplacophora,Grazer,Heterotroph,Urteaga_pers.com.
Detritus,Nuttallochiton_martiali,Non-living,Polyplacophora,Deposit-feeder,Detritus,Urteaga_pers.com.
Detritus,Obelia_spp,Non-living,Zooplankton,Suspension-feeder,Detritus,Encyclopedia of Life
Calanus_spp,Oceanites_sp,Copepoda,SeaBirds,Hunter,Heterotroph,Croxall_etal_1988
Clausocalanus_spp,Oceanites_sp,Copepoda,SeaBirds,Hunter,Heterotroph,Croxall_etal_1988
Ctenocalanus_vanus,Oceanites_sp,Copepoda,SeaBirds,Hunter,Heterotroph,Croxall_etal_1988
Drepanopus_forcipatus,Oceanites_sp,Copepoda,SeaBirds,Hunter,Heterotroph,Croxall_etal_1988
Neocalanus_tonsus,Oceanites_sp,Copepoda,SeaBirds,Hunter,Heterotroph,Croxall_etal_1988
Oithona_spp,Oceanites_sp,Copepoda,SeaBirds,Hunter,Heterotroph,Croxall_etal_1988
Pseudosagitta_gazellae,Oceanites_sp,Zooplankton,SeaBirds,Hunter,Heterotroph,Croxall_etal_1988
Rhincalanus_gigas,Oceanites_sp,Copepoda,SeaBirds,Hunter,Heterotroph,Croxall_etal_1988
Themisto_gaudichaudii,Oceanites_sp,Zooplankton,SeaBirds,Hunter,Heterotroph,Bocher_etal_2001
Doryteuthis_gahi,Oceanites_sp,Cephalopoda,SeaBirds,Hunter,Heterotroph,GloBI
Obelia_spp,Oceanites_sp,Zooplankton,SeaBirds,Hunter,Heterotroph,GloBI
Tulpa_tulipifera,Oceanites_sp,Cnidaria,SeaBirds,Hunter,Heterotroph,GloBI
Euphausia_spp,Oceanites_sp,Zooplankton,SeaBirds,Hunter,Heterotroph,GloBI
Aplidium_spp,Odontaster_penicillatus,Ascidiacea,Echinodermata,Hunter,Heterotroph,Koplovitz_etal_2009
Ascidia_meridionalis,Odontaster_penicillatus,Ascidiacea,Echinodermata,Hunter,Heterotroph,Koplovitz_etal_2009
Cnemidocarpa_spp,Odontaster_penicillatus,Ascidiacea,Echinodermata,Hunter,Heterotroph,Koplovitz_etal_2009
Didemnum_studeri,Odontaster_penicillatus,Ascidiacea,Echinodermata,Hunter,Heterotroph,Koplovitz_etal_2009
Pyura_spp,Odontaster_penicillatus,Ascidiacea,Echinodermata,Hunter,Heterotroph,Koplovitz_etal_2009
